Emp ID,work life balance,job satisfaction,Environment satisfaction
39149,fair,very high,satisfied
39150,excellent,very high,Very Dissatisfied
39151,good,very high,Very Dissatisfied
39152,good,very high,Very Dissatisfied
39153,excellent,high,Very Dissatisfied
39154,excellent,very high,Very Dissatisfied
39155,good,very high,satisfied
39156,excellent,very high,satisfied
39157,excellent,very high,satisfied
39158,good,high,Very Dissatisfied
39159,fair,very high,High satisfied
39160,excellent,very high,satisfied
39161,good,very high,Very Dissatisfied
39162,good,very high,Very Dissatisfied
39163,good,very high,satisfied
39164,fair,very high,satisfied
39165,fair,very high,Very Dissatisfied
39166,excellent,high,satisfied
39167,good,very high,satisfied
39168,good,very high,High satisfied
39169,excellent,high,satisfied
39170,good,Medium,Very Dissatisfied
39171,good,very high,High satisfied
39172,excellent,very high,High satisfied
39173,good,very high,Extremely Satisfied
39174,good,Medium,satisfied
39175,excellent,very high,satisfied
39176,excellent,very high,satisfied
39177,good,very high,satisfied
39178,excellent,very high,Very Dissatisfied
39179,excellent,very high,satisfied
39180,excellent,Medium,satisfied
39181,fair,very high,Very Dissatisfied
39182,good,very high,satisfied
39183,excellent,high,satisfied
39184,excellent,Medium,Very Dissatisfied
39185,fair,Medium,High satisfied
39186,fair,very high,satisfied
39187,excellent,very high,High satisfied
39188,excellent,very high,Very Dissatisfied
39189,fair,very high,satisfied
39190,excellent,high,Very Dissatisfied
39191,good,very high,High satisfied
39192,fair,high,High satisfied
39193,excellent,Medium,satisfied
39194,excellent,very high,Very Dissatisfied
39195,excellent,very high,Very Dissatisfied
39196,excellent,very high,High satisfied
39197,good,very high,Very Dissatisfied
39198,excellent,very high,Very Dissatisfied
39199,excellent,high,satisfied
39200,fair,high,satisfied
39201,excellent,very high,High satisfied
39202,excellent,very high,High satisfied
39203,excellent,high,Very Dissatisfied
39204,good,very high,High satisfied
39205,excellent,high,Very Dissatisfied
39206,excellent,high,High satisfied
39207,good,high,High satisfied
39208,excellent,high,Very Dissatisfied
39209,excellent,very high,satisfied
39210,excellent,very high,Extremely Satisfied
39211,good,very high,High satisfied
39212,fair,very high,High satisfied
39213,good,very high,Very Dissatisfied
39214,excellent,very high,Very Dissatisfied
39215,excellent,very high,satisfied
39216,excellent,very high,Very Dissatisfied
39217,good,high,Very Dissatisfied
39218,excellent,very high,Very Dissatisfied
39219,good,very high,satisfied
39220,excellent,very high,Very Dissatisfied
39221,fair,very high,satisfied
39222,fair,high,High satisfied
39223,excellent,very high,High satisfied
39224,excellent,high,Very Dissatisfied
39225,excellent,very high,Very Dissatisfied
39226,excellent,very high,Very Dissatisfied
39227,fair,Medium,Very Dissatisfied
39228,good,very high,satisfied
39229,excellent,very high,Very Dissatisfied
39230,excellent,very high,Very Dissatisfied
39231,good,high,Very Dissatisfied
39232,excellent,very high,satisfied
39233,excellent,Medium,satisfied
39234,excellent,very high,High satisfied
39235,fair,very high,Very Dissatisfied
39236,good,very high,Very Dissatisfied
39237,excellent,Medium,Very Dissatisfied
39238,excellent,high,satisfied
39239,fair,high,High satisfied
39240,excellent,very high,satisfied
39241,excellent,very high,Very Dissatisfied
39242,excellent,very high,Very Dissatisfied
39243,good,very high,satisfied
39244,excellent,very high,Extremely Satisfied
39245,fair,very high,satisfied
39246,good,very high,satisfied
39247,fair,high,satisfied
39248,fair,very high,Very Dissatisfied
39249,excellent,very high,satisfied
39250,excellent,very high,High satisfied
39251,fair,very high,Very Dissatisfied
39252,excellent,very high,Extremely Satisfied
39253,fair,very high,High satisfied
39254,excellent,very high,Very Dissatisfied
39255,excellent,high,Very Dissatisfied
39256,fair,very high,satisfied
39257,excellent,very high,satisfied
39258,excellent,very high,Very Dissatisfied
39259,good,very high,Very Dissatisfied
39260,excellent,Medium,Very Dissatisfied
39261,excellent,very high,Very Dissatisfied
39262,excellent,very high,satisfied
39263,good,Medium,satisfied
39264,excellent,very high,Very Dissatisfied
39265,good,high,satisfied
39266,excellent,very high,Very Dissatisfied
39267,fair,high,satisfied
39268,good,very high,satisfied
39269,excellent,Medium,satisfied
39270,excellent,very high,Very Dissatisfied
39271,good,very high,Very Dissatisfied
39272,excellent,high,High satisfied
39273,good,very high,Very Dissatisfied
39274,excellent,Medium,Very Dissatisfied
39275,excellent,very high,High satisfied
39276,excellent,very high,Very Dissatisfied
39277,excellent,very high,Very Dissatisfied
39278,excellent,very high,Very Dissatisfied
39279,excellent,high,satisfied
39280,excellent,very high,High satisfied
39281,excellent,very high,satisfied
39282,excellent,very high,Very Dissatisfied
39283,fair,Medium,Very Dissatisfied
39284,excellent,very high,satisfied
39285,excellent,very high,Very Dissatisfied
39286,good,Medium,Very Dissatisfied
39287,excellent,high,High satisfied
39288,excellent,Medium,Very Dissatisfied
39289,good,very high,Extremely Satisfied
39290,excellent,very high,satisfied
39291,good,very high,High satisfied
39292,good,very high,Very Dissatisfied
39293,excellent,high,Very Dissatisfied
39294,excellent,Medium,Very Dissatisfied
39295,excellent,very high,Very Dissatisfied
39296,fair,very high,satisfied
39297,good,very high,Very Dissatisfied
39298,excellent,very high,High satisfied
39299,excellent,very high,satisfied
39300,excellent,very high,High satisfied
39301,good,very high,Very Dissatisfied
39302,fair,very high,satisfied
39303,excellent,very high,Very Dissatisfied
39304,good,very high,Very Dissatisfied
39305,good,very high,Very Dissatisfied
39306,good,very high,Very Dissatisfied
39307,fair,very high,Very Dissatisfied
39308,excellent,very high,Very Dissatisfied
39309,excellent,high,Very Dissatisfied
39310,good,very high,Very Dissatisfied
39311,fair,very high,High satisfied
39312,good,very high,High satisfied
39313,excellent,Medium,Very Dissatisfied
39314,good,very high,Very Dissatisfied
39315,excellent,very high,Very Dissatisfied
39316,good,very high,Very Dissatisfied
39317,excellent,very high,Very Dissatisfied
39318,fair,very high,Very Dissatisfied
39319,excellent,high,Very Dissatisfied
39320,good,very high,Very Dissatisfied
39321,good,very high,Very Dissatisfied
39322,excellent,very high,High satisfied
39323,excellent,very high,Very Dissatisfied
39324,fair,very high,High satisfied
39325,good,Medium,Very Dissatisfied
39326,excellent,very high,High satisfied
39327,excellent,very high,satisfied
39328,good,very high,Very Dissatisfied
39329,good,very high,Very Dissatisfied
39330,fair,very high,Very Dissatisfied
39331,excellent,very high,satisfied
39332,good,very high,satisfied
39333,excellent,very high,Very Dissatisfied
39334,excellent,very high,satisfied
39335,good,high,Very Dissatisfied
39336,good,very high,satisfied
39337,excellent,very high,satisfied
39338,good,very high,satisfied
39339,good,very high,Very Dissatisfied
39340,good,Medium,High satisfied
39341,excellent,very high,satisfied
39342,excellent,high,High satisfied
39343,excellent,high,Very Dissatisfied
39344,good,very high,High satisfied
39345,good,Medium,Very Dissatisfied
39346,good,Medium,Very Dissatisfied
39347,excellent,high,Very Dissatisfied
39348,excellent,very high,Very Dissatisfied
39349,good,very high,satisfied
39350,fair,very high,Very Dissatisfied
39351,excellent,very high,Extremely Satisfied
39352,excellent,Medium,Very Dissatisfied
39353,excellent,very high,Very Dissatisfied
39354,excellent,very high,Very Dissatisfied
39355,excellent,very high,Very Dissatisfied
39356,excellent,very high,satisfied
39357,fair,very high,satisfied
39358,excellent,Medium,Very Dissatisfied
39359,fair,very high,satisfied
39360,excellent,very high,Very Dissatisfied
39361,excellent,very high,satisfied
39362,excellent,very high,satisfied
39363,excellent,very high,satisfied
39364,excellent,high,Very Dissatisfied
39365,good,high,Very Dissatisfied
39366,fair,Medium,Very Dissatisfied
39367,fair,very high,satisfied
39368,excellent,very high,High satisfied
39369,excellent,very high,satisfied
39370,excellent,high,Very Dissatisfied
39371,good,very high,satisfied
39372,fair,very high,satisfied
39373,good,very high,Very Dissatisfied
39374,excellent,high,Very Dissatisfied
39375,excellent,very high,Extremely Satisfied
39376,excellent,high,satisfied
39377,fair,very high,satisfied
39378,excellent,very high,High satisfied
39379,good,very high,High satisfied
39380,excellent,high,High satisfied
39381,good,high,Very Dissatisfied
39382,excellent,very high,High satisfied
39383,excellent,very high,Very Dissatisfied
39384,excellent,very high,Very Dissatisfied
39385,excellent,very high,satisfied
39386,excellent,high,Extremely Satisfied
39387,excellent,high,satisfied
39388,excellent,very high,Very Dissatisfied
39389,good,very high,Very Dissatisfied
39390,excellent,very high,Very Dissatisfied
39391,excellent,high,Very Dissatisfied
39392,excellent,high,Very Dissatisfied
39393,good,high,Very Dissatisfied
39394,excellent,very high,satisfied
39395,good,very high,satisfied
39396,good,Medium,Very Dissatisfied
39397,good,very high,satisfied
39398,good,very high,High satisfied
39399,excellent,very high,Very Dissatisfied
39400,excellent,very high,Very Dissatisfied
39401,excellent,very high,satisfied
39402,good,high,Very Dissatisfied
39403,excellent,very high,satisfied
39404,excellent,Medium,satisfied
39405,good,very high,satisfied
39406,excellent,very high,Very Dissatisfied
39407,excellent,very high,satisfied
39408,excellent,very high,High satisfied
39409,excellent,very high,Very Dissatisfied
39410,excellent,very high,Very Dissatisfied
39411,excellent,very high,High satisfied
39412,excellent,very high,Very Dissatisfied
39413,excellent,very high,High satisfied
39414,excellent,very high,Very Dissatisfied
39415,fair,high,Very Dissatisfied
39416,good,high,High satisfied
39417,excellent,Medium,satisfied
39418,good,very high,Very Dissatisfied
39419,excellent,very high,High satisfied
39420,excellent,very high,High satisfied
39421,excellent,very high,satisfied
39422,fair,very high,Very Dissatisfied
39423,fair,very high,High satisfied
39424,excellent,high,satisfied
39425,good,very high,Very Dissatisfied
39426,excellent,very high,satisfied
39427,excellent,very high,satisfied
39428,fair,high,satisfied
39429,excellent,very high,satisfied
39430,excellent,very high,Very Dissatisfied
39431,excellent,very high,Very Dissatisfied
39432,excellent,very high,High satisfied
39433,excellent,very high,Very Dissatisfied
39434,excellent,very high,Very Dissatisfied
39435,good,Medium,satisfied
39436,fair,Medium,Very Dissatisfied
39437,excellent,Medium,satisfied
39438,excellent,high,Very Dissatisfied
39439,fair,high,Extremely Satisfied
39440,fair,very high,High satisfied
39441,good,very high,satisfied
39442,good,high,satisfied
39443,excellent,very high,Very Dissatisfied
39444,good,high,High satisfied
39445,good,very high,satisfied
39446,excellent,very high,Very Dissatisfied
39447,excellent,very high,Very Dissatisfied
39448,fair,high,Very Dissatisfied
39449,excellent,high,satisfied
39450,good,very high,Very Dissatisfied
39451,fair,high,Very Dissatisfied
39452,good,very high,satisfied
39453,fair,high,Very Dissatisfied
39454,excellent,very high,satisfied
39455,fair,very high,Very Dissatisfied
39456,good,Medium,satisfied
39457,fair,very high,Very Dissatisfied
39458,fair,very high,Very Dissatisfied
39459,excellent,very high,Very Dissatisfied
39460,excellent,very high,satisfied
39461,good,high,High satisfied
39462,excellent,very high,satisfied
39463,excellent,very high,High satisfied
39464,good,high,Very Dissatisfied
39465,excellent,high,Very Dissatisfied
39466,fair,very high,Very Dissatisfied
39467,excellent,very high,Very Dissatisfied
39468,excellent,very high,Very Dissatisfied
39469,good,very high,Very Dissatisfied
39470,excellent,very high,satisfied
39471,good,very high,satisfied
39472,excellent,very high,Extremely Satisfied
39473,excellent,high,satisfied
39474,excellent,very high,High satisfied
39475,excellent,very high,High satisfied
39476,excellent,very high,satisfied
39477,excellent,very high,Extremely Satisfied
39478,excellent,very high,Very Dissatisfied
39479,fair,Medium,Very Dissatisfied
39480,good,very high,Extremely Satisfied
39481,fair,high,Very Dissatisfied
39482,excellent,very high,Extremely Satisfied
39483,good,very high,Very Dissatisfied
39484,excellent,very high,Very Dissatisfied
39485,good,high,satisfied
39486,excellent,very high,satisfied
