Emp ID,PerformanceRating,job involvement,
43841,Average,moderate involvement,
43842,high,low involvement,
43843,below average,low involvement,
43844,high,low involvement,
43845,below average,low involvement,
43846,below average,low involvement,
43847,Average,low involvement,
43848,high,low involvement,
43849,high,moderate involvement,
43850,high,low involvement,
43851,Average,low involvement,
43852,below average,low involvement,
43853,high,low involvement,
43854,Average,low involvement,
43855,low,low involvement,
43856,Average,low involvement,
43857,below average,low involvement,
43858,Average,low involvement,
43859,below average,low involvement,
43860,low,low involvement,
43861,Average,low involvement,
43862,Average,low involvement,
43863,Average,low involvement,
43864,Average,high involvement,
43865,Average,low involvement,
43866,Average,low involvement,
43867,Average,low involvement,
43868,Average,low involvement,
43869,Average,low involvement,
43870,Average,low involvement,
43871,low,low involvement,
43872,below average,low involvement,
43873,below average,low involvement,
43874,Average,low involvement,
43875,below average,low involvement,
43876,Average,low involvement,
43877,below average,low involvement,
43878,low,low involvement,
43879,Average,very high involvement,
43880,high,moderate involvement,
43881,low,low involvement,
43882,high,low involvement,
43883,Average,low involvement,
43884,Average,low involvement,
43885,Average,low involvement,
43886,Average,low involvement,
43887,Average,low involvement,
43888,Average,low involvement,
43889,Average,low involvement,
43890,Average,low involvement,
43891,Average,low involvement,
43892,Average,low involvement,
43893,Average,moderate involvement,
43894,high,high involvement,
43895,high,low involvement,
43896,Average,moderate involvement,
43897,Average,low involvement,
43898,high,low involvement,
43899,high,moderate involvement,
43900,high,low involvement,
43901,Average,low involvement,
43902,Average,low involvement,
43903,Average,low involvement,
43904,high,low involvement,
43905,Average,low involvement,
43906,below average,low involvement,
43907,Average,low involvement,
43908,Average,low involvement,
43909,Average,low involvement,
43910,Average,low involvement,
43911,Average,low involvement,
43912,below average,high involvement,
43913,Average,moderate involvement,
43914,Average,high involvement,
43915,below average,low involvement,
43916,low,moderate involvement,
43917,high,moderate involvement,
43918,high,high involvement,
43919,Average,low involvement,
43920,high,low involvement,
43921,Average,low involvement,
43922,high,low involvement,
43923,high,moderate involvement,
43924,below average,moderate involvement,
43925,Average,low involvement,
43926,Average,low involvement,
43927,Average,low involvement,
43928,low,low involvement,
43929,below average,low involvement,
43930,Average,moderate involvement,
43931,Average,high involvement,
43932,Average,low involvement,
43933,high,low involvement,
43934,high,moderate involvement,
43935,Average,low involvement,
43936,Average,low involvement,
43937,Average,low involvement,
43938,Average,moderate involvement,
43939,high,moderate involvement,
43940,high,high involvement,
43941,Average,high involvement,
43942,Average,low involvement,
43943,Average,low involvement,
43944,high,low involvement,
43945,below average,moderate involvement,
43946,high,low involvement,
43947,below average,low involvement,
43948,Average,low involvement,
43949,Average,moderate involvement,
43950,Average,low involvement,
43951,high,low involvement,
43952,Average,low involvement,
43953,Average,high involvement,
43954,Average,low involvement,
43955,high,low involvement,
43956,Average,low involvement,
43957,Average,low involvement,
43958,high,low involvement,
43959,Average,low involvement,
43960,Average,low involvement,
43961,Average,low involvement,
43962,high,low involvement,
43963,below average,low involvement,
43964,high,low involvement,
43965,high,low involvement,
43966,Average,high involvement,
43967,Average,moderate involvement,
43968,high,low involvement,
43969,below average,low involvement,
43970,Average,moderate involvement,
43971,low,moderate involvement,
43972,high,low involvement,
43973,Average,moderate involvement,
43974,below average,low involvement,
43975,Average,low involvement,
43976,Average,low involvement,
43977,Average,low involvement,
43978,high,low involvement,
43979,low,low involvement,
43980,Average,moderate involvement,
43981,high,low involvement,
43982,Average,low involvement,
43983,Average,low involvement,
43984,Average,moderate involvement,
43985,Average,moderate involvement,
43986,Average,low involvement,
43987,high,moderate involvement,
43988,Average,low involvement,
43989,high,low involvement,
43990,Average,low involvement,
43991,high,low involvement,
43992,high,low involvement,
43993,Average,low involvement,
43994,Average,low involvement,
43995,Average,moderate involvement,
43996,high,low involvement,
43997,Average,low involvement,
43998,Average,low involvement,
43999,Average,low involvement,
44000,Average,low involvement,
44001,high,low involvement,
44002,Average,low involvement,
44003,Average,low involvement,
44004,below average,high involvement,
44005,below average,low involvement,
44006,Average,low involvement,
44007,Average,low involvement,
44008,low,moderate involvement,
44009,Average,low involvement,
44010,high,moderate involvement,
44011,high,moderate involvement,
44012,Average,low involvement,
44013,high,low involvement,
44014,low,moderate involvement,
44015,Average,low involvement,
44016,below average,low involvement,
44017,below average,moderate involvement,
44018,Average,low involvement,
44019,Average,low involvement,
44020,high,moderate involvement,
44021,Average,low involvement,
44022,high,low involvement,
44023,Average,moderate involvement,
44024,Average,low involvement,
44025,Average,low involvement,
44026,Average,low involvement,
44027,Average,moderate involvement,
44028,high,low involvement,
44029,high,low involvement,
44030,Average,low involvement,
44031,below average,low involvement,
44032,Average,low involvement,
44033,Average,low involvement,
44034,Average,low involvement,
44035,Average,low involvement,
44036,Average,low involvement,
44037,Average,low involvement,
44038,Average,low involvement,
44039,high,low involvement,
44040,below average,low involvement,
44041,high,low involvement,
44042,below average,low involvement,
44043,Average,low involvement,
